ETABLISSEMENT;PRIVE.PUBLIQUE;DEGRE;DENOMINATION;NOM_ECOLE;STATUT;ADRESSE;VILLE;ADRESS;LATITUDE;LONGITUDE;icon
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LOUISE D'AUZAY;DEMANDE;1 RUE DE LA GANNERIE 86110;THURAGEAU;1 RUE DE LA GANNERIE 86110, THURAGEAU;46,76760852;0,243808461;www/yellow.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE; ECOLE PRIMAIRE PUBLIQUE;GROUPE SCOLAIRE DES GENETS;REALISE;1 RUE DES GENETS 86300;VALDIVIENNE;ECOLE PRIMAIRE GROUPE SCOLAIRE DES GENETS, 1, SENTIER DES PLANETES, LA BRECHONNIERE, SALLES EN TOULON, VALDIVIENNE, MONTMORILLON, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86300, FRANCE;46,4983605;0,626545445;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;TONY LAINE;DEMANDE;1 RUE DU CLOS GAULTIER 86000;POITIERS;1 RUE DU CLOS GAULTIER 86000, POITIERS;46,566817;0,3409872;www/yellow.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE; ALPHONSE DAUDET;DEMANDE;10 RUE ALPHONSE DAUDET 86000;POITIERS;10 RUE ALPHONSE DAUDET 86000, POITIERS;46,59240563;0,364392607;www/yellow.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;ANNE FRANK BESSE;DEMANDE;10 RUE ANNE FRANCK 86540;THURE;RUE ANNE FRANK, BESSE, THURE, CHATELLERAULT, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86540, FRANCE;46,81642538;0,495754546;www/yellow.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;LOUISE MICHEL;REALISE;12 RUE DE LA COUTURE 86320;LUSSAC-LES-CHATEAUX;12 RUE DE LA COUTURE 86320, LUSSAC-LES-CHATEAUX;46,40174845;0,719306352;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE; ECOLE PRIMAIRE PUBLIQUE;DU CHATAIGNIER;DEMANDE;13 PLACE DU CHATAIGNIER 86320;MAZEROLLES ;13 PLACE DU CHATAIGNIER 86320, MAZEROLLES ;46,4062783;0,685949833;www/yellow.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;ANDRE ROSSIGNOL;REALISE;13 RUE DES CHAMPS DE FOIRE 86500;MONTMORILLON;13 RUE DES CHAMPS DE FOIRE 86500, MONTMORILLON;46,42722338;0,875391672;www/green.png
SECOND DEGRE PRIVE;PRIVE;COLLEGE;COLLEGE;LA PROVIDENCE;DEMANDE;26 RUE RENE DESCARTES 86007;POITIERS;26 RUE RENE DESCARTES 86007, POITIERS;46,5847234;0,3417689;www/yellow.png
SECOND DEGRE PRIVE;PRIVE;COLLEGE;COLLEGE;SAINT-GABRIEL NOTRE-DAME;DEMANDE;27 RUE DU VIEUX PALAIS 86108;CHATELLERAULT;27 RUE DU VIEUX PALAIS 86108, CHATELLERAULT;46,815508;0,542152;www/yellow.png
SECOND DEGRE PRIVE;PRIVE;COLLEGE;COLLEGE;LE SACRE-COEUR;DEMANDE;4 RUE DE L'ORMEAU 86130;JAUNAY-MARIGNY;4 RUE DE L'ORMEAU 86130, JAUNAY-MARIGNY;46,6845805;0,3696181;www/yellow.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;PIERRE DE RONSARD;DEMANDE;50 RUE DE LA JAMBE A L'ANE 86036;POITIERS;50 RUE DE LA JAMBE A L'ANE 86036, POITIERS;46,55834309;0,509237947;www/yellow.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LE BREUIL MINGOT;DEMANDE;6 RUE DE LA GIREE 86000;POITIERS;6 RUE DE LA GIREE 86000, POITIERS;46,58904095;0,405442194;www/yellow.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;CHARLES PERRAULT;DEMANDE;9 AVENUE GEORGES POMPIDOU 86000;POITIERS;9 AVENUE GEORGES POMPIDOU 86000, POITIERS;46,5760992;0,352715396;www/yellow.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;ANDERSEN;DEMANDE;9 RUE DE LA CLOUERE 86000;POITIERS;9 RUE DE LA CLOUERE 86000, POITIERS;46,5917127;0,3582578;www/yellow.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE; ECOLE PRIMAIRE PUBLIQUE;FRANCOIS RABELAIS - POLE EDUC;DEMANDE;9 RUE JULES EDOUARD MENARD 86230;ST GERVAIS LES TROIS CLOCHERS;9 RUE JULES EDOUARD MENARD 86230, ST GERVAIS LES TROIS CLOCHERS;46,8982715;0,4066576;www/yellow.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;PASTEUR;DEMANDE;9 RUE LOUIS PASTEUR 86000;POITIERS;9 RUE LOUIS PASTEUR 86000, POITIERS;46,57503923;0,350449616;www/yellow.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;RENE CASSIN;REALISE;AVENUE DE BEL AIR 86150;L'ISLE-JOURDAIN;AVENUE DE BEL AIR 86150, L'ISLE-JOURDAIN;46,22763853;0,688046342;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE;LA VILLEDIEU DU CLAIN;DEMANDE;CHEMIN BOIS VERT 86340;LA VILLEDIEU DU CLAIN;CHEMIN BOIS VERT 86340, LA VILLEDIEU DU CLAIN;46,453513;0,367703332;www/yellow.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;PERSAC;REALISE;PLACE DE LA MAIRIE 86320;PERSAC;PLACE DE LA MAIRIE 86320, PERSAC;46,34324432;0,706011179;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE;JACQUES PREVERT;DEMANDE;PLACE DE LA MAIRIE 86470; BOIVRE LA VALLEE;PLACE DE LA MAIRIE 86470,  BOIVRE LA VALLEE;46,5591821;0,046070993;www/yellow.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;VERNON ;DEMANDE;RUE DU CHATEAU 86340;VERNON ;RUE DU CHATEAU 86340, VERNON ;46,4418405;0,476705348;www/yellow.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE;LA CHAPELLE MOULIERE;EN COURS;86210;LA CHAPELLE MOULIERE;86210, LA CHAPELLE MOULIERE;46,6487298;0,5643212;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;ANTOIGNE;EN COURS;1 CHEMIN DE LA GUILLOTIERE 86100;CHATELLERAULT;1 CHEMIN DE LA GUILLOTIERE 86100, CHATELLERAULT;46,83084875;0,572334093;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;JULES FERRY;EN COURS;1 RUE PIERRE ET MARIE CURIE 86100;CHATELLERAULT;1 RUE PIERRE ET MARIE CURIE 86100, CHATELLERAULT;46,81946121;0,5522281;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;CHARRAIS;EN COURS;11 BIS PLACE DE LA MAIRIE 86380;ST MARTIN LA PALLU;11 BIS PLACE DE LA MAIRIE 86380, ST MARTIN LA PALLU;46,70421925;0,221321467;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;CHARLES CHOISIE;EN COURS;14 RUE DE L'ANCIEN PORCHE 86360;MONTAMISE;14 RUE DE L'ANCIEN PORCHE 86360, MONTAMISE;46,62145543;0,426651793;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE; ECOLE ELEMENTAIRE PUBLIQUE;ALPHONSE DAUDET;EN COURS;14 RUE JULES FERRY 86220;DANGE ST ROMAIN;14 RUE JULES FERRY 86220, DANGE ST ROMAIN;46,93747976;0,604121443;www/orange.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;JEAN JAURES;REALISE;19 RUE DES PLANTES 86160;GENCAY;19 RUE DES PLANTES 86160, GENCAY;46,36962975;0,412954287;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;CLAUDIE HAIGNERE;EN COURS;2 ALLEE DU CHATELET 86100;CHATELLERAULT;2 ALLEE DU CHATELET 86100, CHATELLERAULT;46,8206916;0,5433256;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;CLEMENT PERUCHON;EN COURS;22 RUE CLEMENT PERUCHON 86240;LIGUGE;22 RUE CLEMENT PERUCHON 86240, LIGUGE;46,5166885;0,3279128;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;BELLEFOIS;EN COURS;24 PLACE DE LA LIBERTE 86170;NEUVILLE DE POITOU;ECOLE PRIMAIRE BELLEFOIS, 24, ROUTE DE CLAN, PETIT CLOS, BELLEFOIS, NEUVILLE-DE-POITOU, POITIERS, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86170, FRANCE;46,6859067;0,2694299;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;BOIS RENARD;EN COURS;26 AVENUE ROBERT SCHUMAN 86240;LIGUGE;ECOLE DU BOIS RENARD, IMPASSE DES FRERES VERON, LIGUGE, POITIERS, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86240, FRANCE;46,5201847;0,322537039;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;L ERMITAGE;EN COURS;28 RUE DE L'ERMITAGE 86280;ST BENOIT;28 RUE DE L'ERMITAGE 86280, ST BENOIT;46,55840815;0,320895914;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;LA LICORNE;EN COURS;4 ALLEE DE CHITRE 86000;POITIERS;4 ALLEE DE CHITRE 86000, POITIERS;46,57407368;0,379393725;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;EDOUARD HERRIOT;EN COURS;4 AVENUE EDOUARD HERRIOT 86100;CHATELLERAULT;4 AVENUE EDOUARD HERRIOT 86100, CHATELLERAULT;46,81831717;0,532578294;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;JARDIN D'IMAGES;EN COURS;4 RUE RENE CASSIN 86210;VOUNEUIL SUR VIENNE;4 RUE RENE CASSIN 86210, VOUNEUIL SUR VIENNE;46,71839392;0,538222801;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;IRMA JOUENNE;EN COURS;52 ROUTE DE POITIERS 86280;ST BENOIT;52 ROUTE DE POITIERS 86280, ST BENOIT;46,5592453;0,342699975;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;IRMA JOUENNE;EN COURS;52 ROUTE DE POITIERS 86280;ST BENOIT;52 ROUTE DE POITIERS 86280, ST BENOIT;46,5592453;0,342699975;www/orange.png
SECOND DEGRE PRIVE;PRIVE;COLLEGE;COLLEGE;ISAAC DE L'ETOILE;REALISE;62 RUE DU PORTEAU 86001;POITIERS;62 RUE DU PORTEAU 86001, POITIERS;46,6040063;0,3407528;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;COLOMBIERS ;EN COURS;7 BIS ROUTE DE CHATELLERAULT 86490;COLOMBIERS ;7 BIS ROUTE DE CHATELLERAULT 86490, COLOMBIERS ;46,77381468;0,431090588;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;BOIS D'AMOUR-ERMITAGE;EN COURS;9 RUE DES ERABLES 86280;ST BENOIT;9 RUE DES ERABLES 86280, ST BENOIT;46,54620868;0,315092849;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;CAMILLE DESMOULINS;EN COURS;RUE DE LA BOIVRE 86580;VOUNEUIL SOUS BIARD;RUE DE LA BOIVRE 86580, VOUNEUIL SOUS BIARD;46,57792837;0,275606946;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;JACQUES PREVERT;EN COURS;RUE GERARD GIRAULT 86130;JAUNAY-MARIGNY;12, AVENUE GERARD GIRAULT, JAUNAY-CLAN, JAUNAY-MARIGNY, POITIERS, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86130, FRANCE;46,6816455;0,3745931;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;MARCEL JOLLIET;REALISE;1 ROUTE DE DISSAY 86130;ST GEORGES LES BAILLARGEAUX;1 ROUTE DE DISSAY 86130, ST GEORGES LES BAILLARGEAUX;46,6701358;0,401962636;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LE LAC;EN COURS;1 RUE DE LA MAIRIE 86130	;BEAUMONT ST CYR;1 RUE DE LA MAIRIE 86130	 BEAUMONT ST CYR;46,717135;0,453991288;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;LA REPUBLIQUE;EN COURS;1 RUE DE LA REPUBLIQUE 86440;MIGNE AUXANCES;1 RUE DE LA REPUBLIQUE 86440, MIGNE AUXANCES;46,6285542;0,3084889;www/orange.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE; RENAUDOT ET SES ECOLES;EN COURS;100 ROUTE DE LIGUGE 86280;SAINT-BENOIT;100 ROUTE DE LIGUGE 86280, SAINT-BENOIT;46,5509251;0,319747381;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;MAZEUIL;EN COURS;12 RUE DU COUTEAU 86110;MAZEUIL;12 RUE DU COUTEAU 86110, MAZEUIL;46,78674761;0,083109221;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;VICTOR SCHOELCHER;REALISE;13 RUE LOUIS JOUVET 86440;MIGNE AUXANCES;13 RUE LOUIS JOUVET 86440, MIGNE AUXANCES;46,6223114;0,311909226;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;LANGEVIN WALLON;EN COURS;14 AVENUE JEAN JAURES 86530;NAINTRE;14 AVENUE JEAN JAURES 86530, NAINTRE;46,7607501;0,48557515;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;NORBERT - PUISAIS;EN COURS;15 RUE DES ECOLES 86340;NOUAILLE MAUPERTUIS;15 RUE DES ECOLES 86340, NOUAILLE MAUPERTUIS;46,50597022;0,411537636;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;ROGER MORIN;EN COURS;16 PLACE RENE DESCARTES; AVAILLES EN CHATELLERAULT;16 PLACE RENE DESCARTES,  AVAILLES EN CHATELLERAULT;46,75709015;0,579754475;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;VICQ SUR GARTEMPE;EN COURS;20 RUE GRAND RUE 86260;VICQ SUR GARTEMPE;20 RUE GRAND RUE 86260, VICQ SUR GARTEMPE;46,72051445;0,861188893;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;PAUL BLET;EN COURS;24 BOULEVARD FRANCOIS ALBERT 86000;POITIERS;24 BOULEVARD FRANCOIS ALBERT 86000, POITIERS;46,576705;0,3437225;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;MARCEL PAGNOL;EN COURS;25 RUE DE LA JEUNESSE 86000;POITIERS;25 RUE DE LA JEUNESSE 86000, POITIERS;46,56666585;0,312624948;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE;JEANNE KAES;EN COURS;3 RUE HAUTE 86490 ;BEAUMONT ST CYR;3 RUE HAUTE 86490 , BEAUMONT ST CYR;46,73845546;0,434271023;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE; ECOLE ELEMENTAIRE PUBLIQUE;DANIEL GARNIER;EN COURS;37 RUE RENE DESCARTES 86220;INGRANDES ;37 RUE RENE DESCARTES 86220, INGRANDES ;46,8769827;0,5675501;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;MAURICE CAREME;EN COURS;4 AVENUE DU MARECHAL JUIN 86100;CHATELLERAULT;4, RUE DU MARECHAL JUIN, CHATELLERAULT, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86100, FRANCE;46,7950054;0,531989;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;SENILLE ST SAUVEUR;EN COURS;4 RUE DE LA COTE DU PIN 86100;SENILLE ST SAUVEUR;4 RUE DE LA COTE DU PIN 86100, SENILLE ST SAUVEUR;46,81152513;0,627408611;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LAKANAL - LITTRE;EN COURS;4 RUE STENDHAL 86100;CHATELLERAULT;4 RUE STENDHAL 86100, CHATELLERAULT;46,807394;0,5402357;www/orange.png
SECOND DEGRE PRIVE;PRIVE;COLLEGE;COLLEGE;SAINT-PIERRE;EN COURS;55 AVENUE DE L'EUROPE 86220;DANGE-SAINT-ROMAIN;55 AVENUE DE L'EUROPE 86220, DANGE-SAINT-ROMAIN;46,93860065;0,606404189;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE; ECOLE ELEMENTAIRE PUBLIQUE ;ROGER PAIN;EN COURS;6 RUE DES ECOLES 86240;SMARVES;6 RUE DES ECOLES 86240, SMARVES;46,51126509;0,351898264;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;MICROMEGAS;REALISE;6 RUE VOLTAIRE 86000;POITIERS;6 RUE VOLTAIRE 86000, POITIERS;46,5856804;0,3786008;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;MONTHOIRON;EN COURS;7 ALLEE DU PRIEURE 86210;MONTHOIRON;7 ALLEE DU PRIEURE 86210, MONTHOIRON;46,73218638;0,618497558;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE;MARCEL RIBBE;EN COURS;7 RUE D'ALSACE 86530;CENON SUR VIENNE;7 RUE D'ALSACE 86530, CENON SUR VIENNE;46,76834319;0,536639495;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;MARCEL PILOT;EN COURS;8 AVENUE VICTOR HUGO 86450;PLEUMARTIN;8 AVENUE VICTOR HUGO 86450, PLEUMARTIN;46,74106797;0,769303554;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE; ALBERT JACQUARD;EN COURS;9 PLACE DEZANNEAU 86800;SEVRES ANXAUMONT;9 PLACE DEZANNEAU 86800, SEVRES ANXAUMONT;46,5705622;0,4654879;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;ROBERT DESNOS;EN COURS;96 RUE DE NANTEUIL 86440;MIGNE AUXANCES;96 RUE DE NANTEUIL 86440, MIGNE AUXANCES;46,6340751;0,3306114;www/orange.png
PREMIER DEGRE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;RENE CASSIN;EN COURS;CHEMIN DE BEAUMONT 86130;JAUNAY-MARIGNY;ECOLE ELEMENTAIRE RENE CASSIN, RUE DANIEL RAVEAU, JAUNAY-CLAN, JAUNAY-MARIGNY, POITIERS, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86130, FRANCE;46,69187025;0,376040245;www/orange.png
SECOND DEGRE PRIVE;PRIVE;COLLEGE;COLLEGE;LA SALLE SAINT MARTIN;EN COURS;PLACE DU CHATEAU 86700;VALENCE-EN-POITOU;COLLEGE LA SALLE SAINT-MARTIN, RUE DE LA CONCORDE, LE MOULIN, COUHE, VALENCE-EN-POITOU, MONTMORILLON, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86700, FRANCE;46,2995531;0,1789788;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;PAUL-EMILE VICTOR;EN COURS;RUE DU CLOS BELHOIR 86130;DISSAY;RUE DU CLOS BELHOIR 86130, DISSAY;46,69704087;0,426259942;www/orange.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;MARNAY;NON DEMANDE;86160;MARNAY; 86160, MARNAY;46,3959204;0,3419737;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;JOUSSE;NON DEMANDE;86350;JOUSSE; 86350, JOUSSE;46,2271596;0,471223;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;ST MACOUX;NON DEMANDE;86400;ST MACOUX; 86400, ST MACOUX;46,11994445;0,23282893;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;ST SAVIOL;NON DEMANDE;86400;ST SAVIOL; 86400, ST SAVIOL;46,15276455;0,227162673;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LOUISE ET ALBERT VIOLETTE;NON DEMANDE;86410;DIENNE; 86410, DIENNE;46,4412974;0,546993;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;JOUHET;NON DEMANDE;86500;JOUHET; 86500, JOUHET;46,4902837;0,8395997;www/black.png
PREMIER DEGRE PRIVE;PRIVE;ECOLE;ECOLE PRIMAIRE PRIVEE;ST THOMAS D'AQUIN;NON DEMANDE;86700;ROMAGNE; 86700, ROMAGNE;46,2710158;0,3023581;www/black.png
PREMIER DEGRE PRIVE;PRIVE;ECOLE;ECOLE ELEMENTAIRE PRIVEE;LE JARDIN A GRANDIR;NON DEMANDE; 2 RUE DES ECOLES 86160;CHAMPAGNE ST HILAIRE;Les D serts, Champagn -Saint-Hilaire, Montmorillon, Vienne, Nouvelle-Aquitaine, France m tropolitaine, 86160, France;46,319863;0,287458;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;PAIZAY LE SEC;NON DEMANDE; 5 RUE DE LA MAIRIE 86300;PAIZAY LE SEC; 5 RUE DE LA MAIRIE 86300, PAIZAY LE SEC;46,5776271;0,7768609;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;ANGLIERS;NON DEMANDE;1 AVENUE DE LA TOUR D'AUVERGNE 86330;ANGLIERS;1 AVENUE DE LA TOUR D'AUVERGNE 86330, ANGLIERS;46,94598484;0,114245726;www/black.png
PREMIER DEGRE PRIVE;PRIVE;ECOLE;ECOLE PRIMAIRE PRIVEE;LA CHAUME-LA SALLE;NON DEMANDE;1 BIS RUE DE LA CHAUME 86190;VOUILLE;1 BIS RUE DE LA CHAUME 86190, VOUILLE;46,6398915;0,1701943;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;FRANCINE POITEVIN;NON DEMANDE;1 GRAND'RUE 86510;CHAUNAY;1 GRAND'RUE 86510, CHAUNAY;46,17458928;0,151095627;www/black.png
SECOND DEGRE PRIVE;PRIVE;COLLEGE;COLLEGE;HORS CONTRAT SEMER ET GRANDIR;NON DEMANDE;1 JOUSSEAU 86150;MILLAC;1 JOUSSEAU 86150, MILLAC;46,16714865;0,67399;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;SAINT THOMAS D'AQUIN;NON DEMANDE;1 LIEU-DIT LE PARC 86700;ROMAGNE;COURS SAINT-THOMAS-D'AQUIN, LE PARC, ROMAGNE, MONTMORILLON, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86700, FRANCE;46,2897671;0,307542649;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;MONCONTOUR;NON DEMANDE;1 PLACE COLIGNY 86330;MONCONTOUR;1 PLACE COLIGNY 86330, MONCONTOUR;46,8809935;-0,020071499;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;LES P'TITS LOUPS;NON DEMANDE;1 PLACE DE LA MAIRIE 86140;SCORBE CLAIRVAUX;1 PLACE DE LA MAIRIE 86140, SCORBE CLAIRVAUX;46,8125233;0,4156485;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;SOMMIERES DU CLAIN;NON DEMANDE;1 PLACE DE LA MAIRIE 86160;SOMMIERES DU CLAIN;1 PLACE DE LA MAIRIE 86160, SOMMIERES DU CLAIN;46,2786414;0,359133;www/black.png
